analysis_area_id	date	volume
233	2017-04-14 00:00:00+00:00	124
233	2017-04-15 00:00:00+00:00	260
233	2017-04-16 00:00:00+00:00	257
233	2017-04-17 00:00:00+00:00	178
233	2017-04-18 00:00:00+00:00	177
233	2017-04-19 00:00:00+00:00	134
233	2017-04-20 00:00:00+00:00	155
233	2017-04-21 00:00:00+00:00	316
233	2017-04-22 00:00:00+00:00	111
233	2017-04-23 00:00:00+00:00	85
233	2017-04-24 00:00:00+00:00	152
233	2017-04-25 00:00:00+00:00	172
233	2017-04-26 00:00:00+00:00	160
233	2017-04-27 00:00:00+00:00	221
233	2017-04-28 00:00:00+00:00	243
233	2017-04-29 00:00:00+00:00	201
233	2017-04-30 00:00:00+00:00	288
233	2017-05-01 00:00:00+00:00	218
233	2017-05-02 00:00:00+00:00	210
233	2017-05-03 00:00:00+00:00	415
233	2017-05-04 00:00:00+00:00	210
233	2017-05-05 00:00:00+00:00	164
233	2017-05-06 00:00:00+00:00	244
233	2017-05-07 00:00:00+00:00	372
233	2017-05-08 00:00:00+00:00	351
233	2017-05-09 00:00:00+00:00	387
233	2017-05-10 00:00:00+00:00	368
233	2017-05-11 00:00:00+00:00	125
233	2017-05-12 00:00:00+00:00	150
233	2017-05-13 00:00:00+00:00	82
233	2017-05-14 00:00:00+00:00	127
233	2017-05-15 00:00:00+00:00	154
233	2017-05-16 00:00:00+00:00	198
233	2017-05-17 00:00:00+00:00	237
233	2017-05-18 00:00:00+00:00	349
